ID,Title,Rating,ReleaseDate,Writers,Directors,Genre,Revenue,Runtime,PartialURL
473,Chashme Buddoor,NR,4/4/2013 0:00,"David Dhawan, Sai Paranjape, Farhad, Sajid","David Dhawan, Sai Paranjape","Comedy, Kids & Family, Romance",0,145 minutes,chashme_buddoor
474,No Vacancy,R,"Dec 31,9999",NOT_AVAILABLE,Chris Stokes,Horror,0,0,no_vacancy_2014
475,My Golden Days (Trois Souvenirs De Ma Jeunesse),R,3/17/2016 0:00,"Arnaud Desplechin, Julie Peyr",Arnaud Desplechin,Drama,0,120 minutes,my_golden_days
476,Three Worlds,NR,6/20/2013 0:00,"Catherine Corsini, Benoît Graffin, Antoine Jaccoud, Lise Macheboeuf",Catherine Corsini,"Art House & International, Drama",0,100 minutes,three_worlds
477,Arthur & Merlin,PG,4/10/2015 0:00,"Marco Van Belle, Kat Wood, Marco Van Belle","Marco Van Belle, Marco Van Belle","Art House & International, Science Fiction & Fantasy",0,100 minutes,arthur_and_merlin
478,Truth About Kerry,NR,3/12/2012 0:00,Katie Torpey,"Katherine Torpey, Katie Torpey","Drama, Mystery & Suspense",0,84 minutes,truth_about_kerry_2011
479,Amour Fou,NR,3/17/2015 0:00,Jessica Hausner,Jessica Hausner,Drama,0,96 minutes,amour_fou
480,American Promise,NR,10/17/2013 0:00,NOT_AVAILABLE,"Joe Brewster, Michele Stephenson","Documentary, Special Interest","$94,010.00 ",135 minutes,american_promise
481,For the Love of Money,R,6/7/2012 0:00,Jenna Mattison,Ellie Kanner-Zuckerman,Drama,0,93 minutes,for_the_love_of_money_2012
482,This Means War,PG-13,2/13/2012 0:00,"Timothy Dowling, Simon Kinberg",McG,"Action & Adventure, Comedy, Romance","$54,758,461.00 ",98 minutes,this_means_war
483,Sister,NR,10/4/2012 0:00,NOT_AVAILABLE,Brenda Davis,Drama,0,97 minutes,lenfant_den_haut
484,Curse Of The Dragon Slayer,NR,8/11/2013 0:00,NOT_AVAILABLE,John Lyde,"Action & Adventure, Science Fiction & Fantasy",0,100 minutes,dragon_lore_curse_of_the_shadow
485,Real Murders: An Aurora Teagarden Mystery,NR,7/25/2015 0:00,Teena Booth,Martin Wood,Mystery & Suspense,0,120 minutes,real_murders_an_aurora_teagarden_mystery
486,The Culture High,NR,10/2/2014 0:00,"Brett Harvey, Michael Bobroff, Michael Bobroff",Brett Harvey,Documentary,0,120 minutes,the_culture_high
487,The Last Challenge,NR,12/26/1967 0:00,"Albert Maltz, Robert Emmett Ginna",Richard Thorpe,"Action & Adventure, Western",0,96 minutes,the_last_challenge
488,Wicked Stepbrother,NR,8/6/2011 0:00,Moses Rutegar,David DeCoteau,"Drama, Horror, Mystery & Suspense",0,75 minutes,wicked_stepbrother
489,The Finest Hours,PG-13,1/28/2016 0:00,"Eric Johnson, Scott Silver, Paul Tamasy",Craig Gillespie,"Action & Adventure, Drama, Mystery & Suspense",0,117 minutes,the_finest_hours
490,No No: A Dockumentary,NR,9/4/2014 0:00,NOT_AVAILABLE,Jeffrey Radice,"Documentary, Special Interest",0,100 minutes,no_no_a_dockumentary
491,La Cara Oculta,R,2/2/2012 0:00,"Andrés Baiz, Andi Baiz, Hatem Khraiche",Andrés Baiz,"Art House & International, Mystery & Suspense",0,103 minutes,la_cara_oculta
492,Slightly Single in L.A.,NR,"Dec 31,9999",Christie Will,Christie Will,"Comedy, Drama",0,88 minutes,slightly-single-in-la
493,A Plague So Pleasant,NR,"Dec 31,9999",Benjamin Roberds,"Benjamin Roberds, Jordan Reyes","Drama, Horror, Mystery & Suspense",0,86 minutes,a_plague_so_pleasant
494,Terminator Genisys,PG-13,6/30/2015 0:00,"Patrick Lussier, Laeta Kalogridis",Alan Taylor,Action & Adventure,0,119 minutes,terminator_genisys
495,The Preppie Connection,R,3/17/2016 0:00,"Joseph Castelo, Ashley Rudden",Joseph Castelo,Drama,0,97 minutes,the_preppie_connection_2016
496,Tricked (Steekspel),PG-13,2/25/2016 0:00,Kim van Kooten,NOT_AVAILABLE,"Comedy, Drama",0,52 minutes,tricked_2016
497,Dirty Shield,NR,"Dec 31,9999","Edgar Jimz, Gabrielle Canci",Edgar Jimz,"Action & Adventure, Drama",0,86 minutes,dirty_shield_2014
498,Gottfried Helnwein and the Dreaming Child,NR,11/22/2012 0:00,NOT_AVAILABLE,Lisa Kirk Colburn,"Art House & International, Documentary, Musical & Performing Arts",$402.00 ,70 minutes,gottfried_helnwein_and_the_dreaming_child
499,Sanitarium,NR,"Dec 31,9999","Kerry Valderrama, Scott Marcano, Bryan Ortiz, James Hartz, C.M. Bratton, Evan Boston","Kerry Valderrama, Bryan Ortiz, Bryan Ramirez",Mystery & Suspense,0,112 minutes,sanitarium_2013
500,Anna: Scream Queen Killer,NR,"Dec 31,9999",NOT_AVAILABLE,Melanie Denholme,"Drama, Horror, Mystery & Suspense",0,80 minutes,anna_scream_queen_killer
501,Welcome to Hard Times (Killer on a Horse),NR,5/31/1967 0:00,Burt Kennedy,Burt Kennedy,"Action & Adventure, Western",0,105 minutes,welcome-to-hard-times
502,Smiley,R,10/10/2012 0:00,"Glasgow Phillips, Michael J. Gallagher, Michael Gallagher","Michael J. Gallagher, Michael Gallagher",Horror,0,90 minutes,smiley_2012
503,The Millennium Bug,NR,"Dec 31,9999",Kenneth Cran,Kenneth Cran,"Horror, Mystery & Suspense, Science Fiction & Fantasy",0,88 minutes,the_millennium_bug_2011
504,Fetish Dolls Die Laughing,NR,"Dec 31,9999",NOT_AVAILABLE,NOT_AVAILABLE,"Horror, Mystery & Suspense",0,100 minutes,fetish_dolls_die_laughing_2012
505,Ornette: Made in America,NR,8/30/2012 0:00,NOT_AVAILABLE,Shirley Clarke,Documentary,0,80 minutes,ornette_made_in_america
506,Voodoo Possession,R,"Dec 31,9999",Walter Boholst,Walter Boholst,"Drama, Horror",0,94 minutes,voodoo_possession
507,Manny,PG-13,1/22/2015 0:00,NOT_AVAILABLE,"Leon Gast, Ryan Moore","Documentary, Drama, Special Interest, Sports & Fitness",0,109 minutes,manny
508,Scooby-doo! Stage Fright,NR,"Dec 31,9999",Doug Langdale,Victor Cook,Animation,0,72 minutes,scooby_doo_stage_fright
509,Deepwater Horizon,PG-13,9/29/2016 0:00,"Matthew Michael Carnahan, Matthew Sand",Peter Berg,"Action & Adventure, Drama","$20,223,544.00 ",99 minutes,deepwater_horizon
510,Rumors Of War,PG-13,5/1/2014 0:00,"Phillip Abraham, Paul Tomborello",Paul Tomborello,Mystery & Suspense,0,94 minutes,rumors_of_war
511,The Man with the Iron Fists 2,R,"Dec 31,9999","John Jarrell, The Rza",Roel Reiné,Action & Adventure,0,181 minutes,the_man_with_the_iron_fists_2
512,Unfinished Spaces,NR,6/29/2011 0:00,NOT_AVAILABLE,"Benjamin Murray, Alysa Nahmias","Documentary, Drama, Special Interest",0,85 minutes,
513,The Black Water Vampire,R,"Dec 31,9999",Evan Tramel,Evan Tramel,"Drama, Horror",0,82 minutes,the_black_water_vampire
514,Mythica: the Darkspore,NR,"Dec 31,9999","Jason Faller, Kynan Griffin, Anne Black, Anne Black",Anne Black,"Action & Adventure, Science Fiction & Fantasy",0,108 minutes,mythica_the_darkspore
515,Space Station 76,R,9/18/2014 0:00,"Jennifer Elise Cox, Sam Pancake",Jack Plotnick,"Comedy, Drama, Science Fiction & Fantasy",0,94 minutes,space_station_76
516,Now You See Me,PG-13,5/30/2013 0:00,"Boaz Yakin, Ed Solomon, Edward Ricourt",Louis Leterrier,Mystery & Suspense,"$117,698,894.00 ",115 minutes,now_you_see_me
517,L'amour au temps de la guerre civile (Love in the Time of Civil War),NR,"Dec 31,9999",NOT_AVAILABLE,Rodrigue Jean,"Art House & International, Drama",0,120 minutes,lamour_au_temps_de_la_guerre_civile
518,Stonehearst Asylum,PG-13,10/23/2014 0:00,Joe Gangemi,Brad Anderson,Mystery & Suspense,0,112 minutes,eliza_graves
519,The Rock-afire Explosion,NR,9/30/2008 0:00,Bradford Thomason,Brett Whitcomb,"Documentary, Musical & Performing Arts, Special Interest",0,72 minutes,the-rock-afire-explosion
520,Eye In The Sky,R,3/31/2016 0:00,Guy Hibbert,Gavin Hood,"Drama, Mystery & Suspense",0,102 minutes,eye_in_the_sky
521,Five Dances,NR,10/3/2013 0:00,Alan Brown,Alan Brown,"Documentary, Drama, Musical & Performing Arts, Romance",0,83 minutes,five_dances_2013
522,Flight 7500,PG-13,"Dec 31,9999",Craig Rosenberg,Takashi Shimizu,Horror,0,97 minutes,flight_7500
523,Still Mine,PG-13,7/11/2013 0:00,Michael McGowan,Michael McGowan,Drama,"$1,154,466.00 ",102 minutes,still_mine
524,R.L. Stine's Mostly Ghostly: Have You Met My Ghoulfriend?,PG,"Dec 31,9999",NOT_AVAILABLE,Peter Hewitt,"Action & Adventure, Kids & Family",0,91 minutes,rl_stines_mostly_ghostly_have_you_met_my_ghoulfriend_2014
525,Who Is Dayani Cristal?,NR,4/24/2014 0:00,Mark Monroe,"Gael García Bernal, Marc Silver","Documentary, Special Interest",0,85 minutes,who_is_dayani_cristal_2013
526,Hard Target 2,R,"Dec 31,9999","George Huang, Matt Harvey, Dominic Morgan, Matthew Harvey",Roel Reiné,"Action & Adventure, Mystery & Suspense",0,104 minutes,hard_target_2
527,Bloody Christmas,NR,"Dec 31,9999",Michael Shershenovich,Michael Shershenovich,"Horror, Mystery & Suspense",0,90 minutes,bloody_christmas_2012
528,Immortals,R,11/10/2011 0:00,"Vlas Parlapanides, Charles Parlapanides",Tarsem Singh,"Action & Adventure, Classics","$83,488,546.00 ",110 minutes,immortals_2011
529,Journey to the Seventh Planet,NR,3/9/1962 0:00,"Ib Melchior, Sidney Pink","Sidney W. Pink, Sidney Pink","Horror, Science Fiction & Fantasy",0,80 minutes,journey_to_the_seventh_planet
530,Belka i Strelka. Zvezdnye sobaki (Space Dogs 3D),G,"Dec 31,9999","Aleksandr Talal, John Chua, Sergey Zernov","Elena Yakovleva, Svyatoslav Ushakov, Inna Evlannikova, Inna Yakovleva","Action & Adventure, Animation, Kids & Family",0,85 minutes,belka_i_strelka_zvezdnye_sobaki_2011
531,James White,R,11/12/2015 0:00,Josh Mond,Josh Mond,Drama,"$101,368.00 ",85 minutes,james_white
532,Why Don't You Play in Hell?,NR,11/6/2014 0:00,Sion Sono,Sion Sono,"Action & Adventure, Art House & International",0,126 minutes,why_dont_you_play_in_hell
533,Yellow Submarine,G,11/12/1968 0:00,"John Lennon, Erich Segal, Al Brodax, Lee Minoff, Jack Mendelsohn, Al Brodax","Dick Emery, George Dunning, George Dunning III","Action & Adventure, Animation, Comedy, Cult Movies, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",0,87 minutes,beatles_the_yellow_submarine
534,Experimenter,PG-13,10/15/2015 0:00,Michael Almereyda,Michael Almereyda,Drama,"$155,075.00 ",90 minutes,experimenter
535,Knife Fight,R,1/24/2013 0:00,"William Guttentag, Chris Lehane",William Guttentag,"Comedy, Drama",0,99 minutes,knifefight
536,Coriolanus,R,1/12/2011 0:00,John Logan,Ralph Fiennes,"Drama, Mystery & Suspense",0,124 minutes,coriolanus_2010
537,Death Do Us Part,R,"Dec 31,9999","Julia Benson, Peter Benson, Ryan Copple",Nicholas Humphries,"Horror, Mystery & Suspense",0,89 minutes,death_do_us_part
538,"Farewell, My Queen",R,7/12/2012 0:00,"Benoît Jacquot, Gilles Taurand, Gilles Taurant",Benoît Jacquot,"Art House & International, Drama",0,100 minutes,farewell_my_queen
539,Mothers and Daughters,PG-13,5/5/2016 0:00,Paige Cameron,Paul Duddridge,Comedy,0,90 minutes,mothers_and_daughters_2016
540,Easy Living,NR,"Dec 31,9999","Charles Schnee, Vera Caspary",Jacques Tourneur,Drama,0,77 minutes,easy_living
541,Time Out Of Mind,NR,9/10/2015 0:00,"Oren Moverman, Jeffrey Caine",Oren Moverman,Drama,0,117 minutes,time_out_of_mind_2015
542,The Scroll: Transformation,NR,"Dec 31,9999",NOT_AVAILABLE,Parrish Smith,"Documentary, Special Interest, Faith & Spirituality",0,70 minutes,the_scroll_transformation
543,Kiss The Abyss,NR,"Dec 31,9999","Ken Winkler, Eric Rucker","Ken Winkler, Ken Winkler",Horror,0,85 minutes,kiss_the_abyss
544,Submerged,NR,11/26/2015 0:00,Scott Milam,Steven C. Miller,Drama,0,99 minutes,submerged_2015
545,Under the Gun,R,5/12/2016 0:00,"Mark Monroe, Stephanie Soechtig, Brian Lazarte",Stephanie Soechtig,Documentary,0,105 minutes,under_the_gun_2016
546,Seasons of Gray,PG-13,10/17/2013 0:00,"Sarah Stehlik, Robert T. Herrera, Sara Stehlik","Paul Stehlik Jr., Robert T. Herrera","Documentary, Drama, Special Interest","$70,605.00 ",89 minutes,seasons_of_gray
547,Middle of Nowhere,R,10/11/2012 0:00,Ava DuVernay,Ava DuVernay,Drama,0,99 minutes,middle_of_nowhere
548,Killing Jesus,NR,"Dec 31,9999",Walon Green,Christopher Menaul,Documentary,0,120 minutes,killing_jesus
549,The Power of Love,NR,"Dec 31,9999",NOT_AVAILABLE,Tyler Maddox-Simms,"Comedy, Drama, Romance",0,80 minutes,the_power_of_love
550,Mandrill,R,9/14/2009 0:00,NOT_AVAILABLE,Ernesto Díaz Espinoza,"Action & Adventure, Art House & International",0,93 minutes,mandrill
551,The Trail,NR,9/20/2013 0:00,William Parker (XVI),William Parker (XVI),"Drama, Western",0,92 minutes,the_trail_2013
552,Janie Jones,PG-13,10/27/2011 0:00,David M. Rosenthal,David M. Rosenthal,"Drama, Musical & Performing Arts",0,107 minutes,janie_jones
553,Ride Along 2,PG-13,1/14/2016 0:00,"Matt Manfredi, Phil Hay, Greg Coolidge",Tim Story,"Action & Adventure, Comedy",0,102 minutes,ride_along_2
554,Memorial Day,R,5/3/2012 0:00,Marc Conklin,Sam Fischer,"Action & Adventure, Drama, Kids & Family",0,104 minutes,memorial_day_2011
555,Let's Be Cops,R,8/12/2014 0:00,"Luke Greenfield, Nicholas Thomas",Luke Greenfield,"Action & Adventure, Comedy",0,109 minutes,lets_be_cops
556,Flesh Merchant,NR,"Dec 31,9999","Peter Perry, Jr., Jay M. Kude",W. Merle Connell,Drama,0,58 minutes,flesh_merchant
557,Pawn Sacrifice,PG-13,9/24/2015 0:00,"Stephen J. Rivele, Christopher Wilkinson, Steven Knight",Edward Zwick,Drama,0,114 minutes,pawn_sacrifice
558,Like There's No Tomorrow,NR,"Dec 31,9999",NOT_AVAILABLE,"Max Bervy, Warren Miller","Documentary, Sports & Fitness",0,98 minutes,like_theres_no_tomorrow
559,Carl Panzram: The Spirit of Hatred and Vengeance,NR,"Dec 31,9999",John Borowski,John Borowski,"Documentary, Special Interest",0,80 minutes,carl_panzram_the_spirit_of_hatred_and_vengeance_2011
560,Mars,NR,12/2/2010 0:00,Geoff Marslett,Geoff Marslett,Science Fiction & Fantasy,0,83 minutes,mars
561,Resolution,NR,1/24/2013 0:00,Justin Benson,"Aaron Scott Moorhead, Justin Benson","Drama, Horror, Mystery & Suspense",0,93 minutes,resolution_2013
562,Ecstasy,NR,11/20/2012 0:00,"Rob Heydon, Matt McLennan, Paul McCafferty, Ben Tucker",Rob Heydon,"Art House & International, Drama, Mystery & Suspense, Romance",0,104 minutes,ecstasy_2012
563,Altered Minds (The Red Robin),NR,11/19/2015 0:00,Michael Z. Wechsler,Michael Z. Wechsler,"Drama, Mystery & Suspense",0,106 minutes,altered_minds_2015
564,Room 237,NR,3/28/2013 0:00,NOT_AVAILABLE,Rodney Ascher,"Documentary, Horror, Television",0,102 minutes,room_237_2012
565,Back In Time,NR,10/19/2015 0:00,NOT_AVAILABLE,Jason Aron,Documentary,0,92 minutes,back_in_time_2015
566,There's No Place Like Utopia,PG-13,7/17/2014 0:00,NOT_AVAILABLE,Joel Gilbert,"Documentary, Drama","$45,254.00 ",110 minutes,theres_no_place_like_utopia
567,Unfriended,R,4/16/2015 0:00,Nelson Greaves,Levan Gabriadze,"Horror, Mystery & Suspense",0,82 minutes,unfriended
568,Thunder Soul,PG,9/22/2011 0:00,NOT_AVAILABLE,Mark Landsman,"Documentary, Musical & Performing Arts, Special Interest",0,83 minutes,thunder_soul
569,See You in Valhalla,R,4/23/2015 0:00,Brent Tarnol,Jarret Tarnol,"Comedy, Drama",0,82 minutes,see_you_in_valhalla_2015
570,Beware the Gonzo,NR,9/8/2011 0:00,Bryan Goluboff,Bryan Goluboff,Comedy,0,94 minutes,beware_the_gonzo
571,American Translation,NR,"Dec 31,9999",Pascal Arnold,"Jean-Marc Barr, Pascal Arnold",Drama,0,90 minutes,american_translation
572,Dangerous Edge: A Life of Graham Greene,NR,"Dec 31,9999",Thomas P. O'Connor,Thomas P. O'Connor,"Documentary, Special Interest",0,75 minutes,dangerous_edge_a_life_of_graham_greene
573,Blackbird,PG-13,5/9/2013 0:00,Jason Buxton,Jason Buxton,Drama,0,103 minutes,blackbird_2012
574,The Youngest Profession,NR,"Dec 31,9999",NOT_AVAILABLE,Edward Buzzell,"Comedy, Romance",0,82 minutes,the_youngest_profession_1943
575,Escape,NR,"Dec 31,9999",Andrea Gyertson,Paul Emami,"Drama, Mystery & Suspense",0,90 minutes,escape_2012
576,Midnight Stallion,NR,"Dec 31,9999","William Dear, Mark Stouffer",William Dear,Drama,0,97 minutes,midnight_stallion
577,Fullmetal Alchemist: The Sacred Star of Milos,NR,1/19/2012 0:00,Yuichi Shinpo,Kazuya Murata,"Action & Adventure, Animation, Anime & Manga, Science Fiction & Fantasy",0,110 minutes,fullmetal_alchemist_the_sacred_star_of_milos
578,Six Million and One,NR,9/27/2012 0:00,David Fisher,David Fisher,"Documentary, Special Interest",0,97 minutes,six_million_and_one
579,Starve,NR,"Dec 31,9999",Xander Wolf,Griff Furst,"Horror, Mystery & Suspense",0,98 minutes,
580,Fantastic Four,PG-13,8/6/2015 0:00,"Stan Lee, Simon Kinberg, Josh Trank , Jeremy Slater, Joshua Trank, Jack Kirby","Josh Trank , Joshua Trank",Action & Adventure,0,100 minutes,fantastic_four_2015
581,The Waiter,NR,"Dec 31,9999","Jason Konopisos, Jason Konopisos",Jason Konopisos,"Action & Adventure, Drama",0,110 minutes,the-waiter
582,12 Years a Slave,R,10/17/2013 0:00,John Ridley,Steve McQueen (III),Drama,0,134 minutes,12_years_a_slave
583,Lego Scooby-Doo!: Haunted Hollywood,NR,"Dec 31,9999",James Krieg,Rick Morales,Comedy,0,75 minutes,lego_scooby_doo_haunted_hollywood_2016
584,Nova Rex: Ain't Easy Being Cheesy,NR,"Dec 31,9999",NOT_AVAILABLE,Dean Robinson,"Documentary, Musical & Performing Arts",0,70 minutes,nova_rex_aint_easy_being_cheesy
585,Ghosthunters,NR,"Dec 31,9999",Pearry Reginald Teo,Pearry Reginald Teo,Horror,0,90 minutes,ghosthunters_2016
586,Interview with a Hitman,NR,"Dec 31,9999",Perry Bhandal,Perry Bhandal,"Action & Adventure, Art House & International, Mystery & Suspense",0,96 minutes,interview_with_a_hitman
587,Branded,R,9/6/2012 0:00,"Jamie Bradshaw, Alexander Doulerain","Jamie Bradshaw, Alexander Doulerain","Drama, Mystery & Suspense, Science Fiction & Fantasy","$353,468.00 ",106 minutes,branded_2012
588,The Pyramid,R,12/4/2014 0:00,"Nick Simon (II) , Daniel Meersand","Grégory Levasseur, Simone Chiesa, Roberto Albanesi, Antonio Zannone, Alex Visani, Luca Alessandro",Drama,0,90 minutes,the_pyramid_2014
589,A Hologram for the King,R,4/21/2016 0:00,Tom Tykwer,Tom Tykwer,Drama,0,90 minutes,a_hologram_for_the_king
590,Wanderlust,R,2/22/2012 0:00,"David Wain, Ken Marino",David Wain,Comedy,"$17,255,675.00 ",80 minutes,wanderlust_2011
591,Turning 30,NR,"Dec 31,9999",Alankrita Shrivastava,"Prakash Jha, Alankrita Shrivastava","Art House & International, Comedy, Drama, Romance",0,120 minutes,turning_30
592,Demon Baby,NR,"Dec 31,9999",Corrie Greenop,Corrie Greenop,"Art House & International, Horror, Mystery & Suspense",0,70 minutes,demon_baby
593,Straight Outta Tompkins,NR,3/5/2015 0:00,Zephyr Benson,Zephyr Benson,Drama,"$8,022.00 ",93 minutes,straight_outta_tompkins
594,Max,PG,6/25/2015 0:00,"Boaz Yakin, Sheldon Lettich",Boaz Yakin,Action & Adventure,0,111 minutes,max_2016
595,Mental,NR,3/28/2013 0:00,P.J. Hogan,P.J. Hogan,"Art House & International, Comedy, Horror",0,116 minutes,mental_2012
596,Sharkproof,NR,"Dec 31,9999",Cameron Van Hoy,"Simon Chan, Joe Rubalcaba","Action & Adventure, Comedy, Drama",0,84 minutes,sharkproof
597,Blank City,NR,4/5/2011 0:00,NOT_AVAILABLE,Celine Danhier,"Documentary, Musical & Performing Arts, Television",0,96 minutes,blank-city
598,Los Angeles Plays Itself,NR,12/31/2002 0:00,Thom Andersen,Thom Andersen,"Documentary, Drama, Musical & Performing Arts, Special Interest, Television",0,169 minutes,los_angeles_plays_itself
599,After Porn Ends,NR,"Dec 31,9999",NOT_AVAILABLE,Bryce Wagoner,"Documentary, Special Interest",0,90 minutes,after_porn_ends
600,Pusher,R,10/25/2012 0:00,Matthew Read,Luis Prieto,"Art House & International, Drama, Mystery & Suspense","$5,040.00 ",87 minutes,pusher_2012
601,Jump In,NR,"Dec 31,9999",Kimberly D. Conner,Kimberly D. Conner,"Comedy, Drama",0,82 minutes,jump_in_2013
602,Me You and Five Bucks,NR,9/24/2015 0:00,Jaime Zevallos,Jaime Zevallos,Comedy,0,91 minutes,me_you_and_five_bucks
603,City of Life and Death,R,5/10/2011 0:00,Lu Chuan,"Chuan Lu, Lu Chuan","Art House & International, Drama",0,133 minutes,city_of_life_and_death
604,Saul: The Journey to Damascus,NR,11/2/2015 0:00,"Mario Azzopardi, John Patus",Mario Azzopardi,Drama,0,105 minutes,saul_the_journey_to_damascus
605,Gerhard Richter Painting,NR,3/13/2012 0:00,Corinna Belz,Corinna Belz,"Art House & International, Documentary, Musical & Performing Arts","$238,354.00 ",97 minutes,gerhard_richter_painting
606,God? The Almighty Question,NR,"Dec 31,9999",Peter Rodger,Peter Rodger,Documentary,0,78 minutes,god_the_almighty_question
607,Cupcakes,NR,3/26/2015 0:00,"Eytan Fox, Eli Bijaoui",Eytan Fox,Comedy,"$8,910.00 ",90 minutes,cupcakes_2015
608,The Scapegoat,NR,8/5/1959 0:00,"Gore Vidal, Robert Hamer, Daphne Du Maurier, Robert Maer",Robert Hamer,"Drama, Mystery & Suspense",0,92 minutes,the_scapegoat_1959
609,Lovelace,R,8/8/2013 0:00,Andy Bellin,"Jeffrey Friedman, Rob Epstein, Robert Epstein",Drama,"$300,000.00 ",92 minutes,lovelace
610,Gibsonburg,NR,6/6/2013 0:00,Bob Mahaffey,"Bob Mahaffey, Jonathon Kimble","Drama, Mystery & Suspense, Romance",0,90 minutes,gibsonburg_2012
611,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),NR,9/15/1970 0:00,Werner Herzog,Werner Herzog,"Drama, Horror",0,96 minutes,even_dwarfs_started_small
612,The Barber,R,3/26/2015 0:00,Max Enscoe,Basel Owies,Mystery & Suspense,0,95 minutes,the_barber_2015
